,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Email: ,marketing@dyllu.com,,TeL: 0086 512 6569 0317;  Mobile phone: 0086 18061927935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Qty should be multiple of Basic Qty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHWC1101,,Best seller,Outdoor chair,"Load: 100kg
Frame material: steel+600D Oxford cloth
Extended size: 545x400x760mm
Folded size: 720x545x80mm
Compact design, easy to store almost anywhere
Packed by label",PCS,352 MDL,,500,2,0.00,0.000,0.00,Paper card,0.067,6.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTHWT1101,,Best seller,Outdoor table,"Load: 50kg
Frame material:  frame, steel connect parts, PP edge
Extended size: 1200x596x440mm
Desktop size: 1200x596mm
Compact design, easy to store almost anywhere
Packed by paper card",PCS,"1,314 MDL",,500,1,0.00,0.000,0.00,Label,0.030,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTWBH1012,,,Camping cart,"Load : 100kg
Material: 195 powder coating frame, Oxford cloth bag 
Extended size: 840x535x600mm
Folded size: 875x535x120mm
Wheels: 195mm
Compact design, easy to store almost anywhere
Packed by paper card",PCS,"1,188 MDL",,500,1,0.00,0.000,0.00,Paper card,0.083,10.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD1H03,,,Steel & aluminium household ladder,"Material:Steel & Aluminium
Steps:3steps
Top Step:Steel with coating
Frame:Steel with coating
Steps:Aluminium
Open size:409*667*1132mm
Close Size:409*117*1235mm
Top step to handle:500mm
Max work height:63cm
Step Rise:233mm
Approx.Wt:3.5kg
Max.Load:150kg(lbs)
Packed by shrink",PCS,575 MDL,,10,1,0.00,0.000,0.00,Shrink,0.051,3.60,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD1H04,,,Steel & aluminium household ladder,"Material:Steel & Aluminium 
Steps:4steps
Top Step:Steel with coating
Frame:Steel with coating
Steps:Aluminium
Open size:433*821*1350mm
Close Size:433*117*1468mm
Top step to handle:500mm
Max work height: 85cm
Step Rise:233mm
Approx.Wt:4.1kg
Max.Load:150kg(lbs)
Packed by shrink",PCS,686 MDL,,10,1,0.00,0.000,0.00,Shrink,0.062,4.30,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD1H05,,,Steel & aluminium household ladder,"Material:Steel & Aluminium 
Steps:5steps
Top Step:Steel with coating
Frame:Steel with coating
Steps:Aluminium
Open size:457*893*1568mm
Close Size:457*117*1701mm
Top step to handle: 500mm
Max work height:106.4cm
Step Rise:233mm
Approx.Wt:5.0kg
Max.Load:150kg(lbs)
Packed by shrink",PCS,815 MDL,,10,1,0.00,0.000,0.00,Shrink,0.074,5.10,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD1H06,,,Steel & aluminium household ladder,"Material:Steel & Aluminium 
Steps:6steps
Top Step:Steel with coating
Frame:Steel with coating
Steps:Aluminium
Open size:481*1138*1787mm
Close Size:481*117*1934mm
Top step to handle:500mm
Max work height:128cm
Step Rise:233mm
Approx.Wt:5.7kg
Max.Load:150kg(lbs)
Packed by shrink",PCS,960 MDL,,10,1,0.00,0.000,0.00,Shrink,0.087,5.80,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD1H07,,,Steel & aluminium household ladder,"Material:Steel & Aluminium 
Steps:7steps
Top Step:Steel with coating
Frame:Steel with coating
Steps:Aluminium
Open size:504*1283*2003mm
Close Size:504*117*2157mm
Top step to handle:500mm
Max work height:150cm
Step Rise:233mm
Approx.Wt:6.4kg
Max.Load:150kg(lbs)
Packed by shrink",PCS,"1,124 MDL",,10,1,0.00,0.000,0.00,Shrink,0.101,7.10,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD1H08,,,Steel & aluminium household ladder,"Material:Steel & Aluminium 
Steps:8steps
Top Step:Steel with coating
Frame:Steel with coating
Steps:Aluminium
Open size:527*1437*2221mm
Close Size:527*117*2380mm
Top step to handle:500mm
Max work height:172cm
Step Rise:233mm
Approx.Wt:7.1kg
Max.Load:150kg(lbs)
Packed by shrink",PCS,"1,277 MDL",,10,1,0.00,0.000,0.00,Shrink,0.116,7.30,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD3H02,,,Household ladder,"Material: aluminium&steel 
Steps: 2 steps
Distance between two steps: 220mm
Distance between top step and handle: 500mm
Distance from ground to top step: 340mm
Top steel platform
Approx.Wt:2.0kg
Max. load: 120kg(264lbs)
Packed by shrink",PCS,468 MDL,,10,1,0.00,0.000,0.00,Shrink,0.031,2.30,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD3H03,,,Household ladder,"Material: aluminium&steel 
Steps: 3 steps
Distance between two steps: 220mm
Distance between top step and handle: 500mm
Distance from ground to top step: 560mm
Top steel platform
Approx.Wt:2.5kg
Max. load: 120kg(264lbs)
Packed by shrink",PCS,576 MDL,,10,1,0.00,0.000,0.00,Shrink,0.040,2.60,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD3H04,,,Household ladder,"Material: aluminium&steel 
Steps: 4steps
Distance between two steps: 220mm
Distance between top step and handle: 500mm
Distance from ground to top step: 780mm
Top steel platform
Approx.Wt:3kg
Max. load: 120kg(264lbs)
Packed by shrink",PCS,694 MDL,,10,1,0.00,0.000,0.00,Shrink,0.053,3.10,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD3H05,,,Household ladder,"Material: aluminium&steel 
Steps: 5 steps
Distance between two steps: 220mm
Distance between top step and handle: 500mm
Distance from ground to top step: 1000mm
Top steel platform
Approx.Wt:3.5kg
Max. load: 120kg(264lbs)
Packed by shrink",PCS,829 MDL,,10,1,0.00,0.000,0.00,Shrink,0.063,3.60,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD3H06,,,Household ladder,"Material: aluminium&steel 
Steps: 6 steps
Distance between two steps: 220mm
Distance between top step and handle: 500mm
Distance from ground to top step: 1220mm
Top steel platform
Approx.Wt:4kg
Max. load: 120kg(264lbs)
Packed by shrink",PCS,976 MDL,,10,1,0.00,0.000,0.00,Shrink,0.074,4.10,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD3H07,,,Household ladder,"Material: aluminium&steel 
Steps: 7 steps
Distance between two steps: 220mm
Distance between top step and handle: 500mm
Distance from ground to top step: 1440mm
Top steel platform
Approx.Wt:4.6kg
Max. load: 120kg(264lbs)
Packed by shrink",PCS,"1,100 MDL",,10,1,0.00,0.000,0.00,Shrink,0.089,4.70,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD3H08,,,Household ladder,"Material: aluminium&steel 
Steps: 8 steps
Distance between two steps: 220mm
Distance between top step and handle: 500mm
Distance from ground to top step: 1660mm
Top steel platform
Approx.Wt:5.1kg
Max. load: 120kg(264lbs)
Packed by shrink",PCS,"1,229 MDL",,10,1,0.00,0.000,0.00,Shrink,0.103,5.20,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD2H04,,Best seller,Single side ladder,"Material:aluminium
Steps:4+1steps
Open size:461*915*1175mm
Close Size:461*154*1300mm
Step Rise:252mm
Approx.Wt:3.72kg
Max.Load:150kg(330lbs)
Packed by shrink",PCS,935 MDL,,10,1,0.00,0.000,0.00,Shrink,0.063,3.75,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD2H05,,Best seller,Single side ladder,"Material:aluminium
Steps:5+1steps
Open size:492*1077*1411mm
Close Size:492*154 *1552mm
Step Rise:252mm
Approx.Wt:4.2kg
Max.Load:150kg(330lbs)
Packed by shrink",PCS,"1,107 MDL",,10,1,0.00,0.000,0.00,Shrink,0.077,4.30,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD2H06,,Best seller,Single side ladder,"Material:aluminium
Steps:6+1steps
Open size:523*1240*1646mm
Close Size:523*154*1804mm
Step Rise:252mm
Approx.Wt:4.8kg
Max.Load:150kg(330lbs)
Packed by shrink",PCS,"1,311 MDL",,10,1,0.00,0.000,0.00,Shrink,0.090,4.90,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD2H07,,Best seller,Single side ladder,"Material:aluminium
Steps:7+1steps
Open size:554*1402*1881mm
Close Size:554*154*2056mm
Step Rise:252mm
Approx.Wt:5.6kg
Max.Load:150kg(330lbs)
Packed by shrink",PCS,"1,517 MDL",,10,1,0.00,0.000,0.00,Shrink,0.108,6.00,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD4H04,,,Single side ladder (with tool tray),"Material: aluminium
Ladder side with tool tray
Last step: plastic tool table
Steps: 3+1steps
Open size: 465x800x1150mm
Close size:470x135x1260mm
Step rise: 305mm
Approx.Wt:3.8kg
Max. load: 150kg(330lbs)
Packed by shrink",PCS,953 MDL,,10,1,0.00,0.000,0.00,Shrink,0.053,3.90,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD4H05,,,Single side ladder (with tool tray),"Material: aluminium
Ladder side with tool tray
Last step: plastic tool table
Steps: 4+1 steps
Open size: 504x1000x1440mm
Close size: 513x135x1570mm
Step rise: 305mm
Approx.Wt:4.8kg
Max. load: 150kg(330lbs)
Packed by shrink",PCS,"1,173 MDL",,10,1,0.00,0.000,0.00,Shrink,0.071,4.90,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD4H06,,,Single side ladder (with tool tray),"Material: aluminium
Ladder side with tool tray
Last step: plastic tool table
Steps: 5+1 steps
Open size: 540x1200x1730mm
Close size: 550x1350x1870mm
Step rise: 305mm
Approx.Wt:5.5kg
Max. load: 150kg(330lbs)
Packed by shrink",PCS,"1,387 MDL",,10,1,0.00,0.000,0.00,Shrink,0.088,5.60,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD4H07,,,Single side ladder (with tool tray),"Material: aluminium
Ladder side with tool tray
Last step: plastic tool table
Steps: 6+1 steps
Open size: 575x1400x2010mm
Close size: 590x1350x2175mm
Step rise: 305mm
Approx.Wt:6.2kg
Max. load: 150kg(330lbs)
Packed by shrink",PCS,"1,613 MDL",,10,1,0.00,0.000,0.00,Shrink,0.107,6.30,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD2905,,Best seller,Single-side working ladder,"Non-conductive side rails
Aluminum Step
Steps:4+1steps
Last step:Plastic tool table
Open size:480*993*1287mm
Close Size:480*154*1419 mm
Step Rise:280mm
Approx.Wt:6.6kg
Max.Load:150kg(lbs)
Packed by shrink",PCS,"1,348 MDL",,50,1,0.00,0.000,0.00,Shrink,0.080,7.90,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD2906,,Best seller,Single-side working ladder,"Non-conductive side rails
Aluminum Step
Steps:5+1steps
Last step:Plastic tool table
Open size:514*1173*1548mm
Close Size:514*154*1699mm
Step Rise:280mm
Approx.Wt:7.8kg
Max.Load:150kg(lbs)
Packed by shrink",PCS,"1,557 MDL",,50,1,0.00,0.000,0.00,Shrink,0.089,8.90,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD2907,,Best seller,Single-side working ladder,"Non-conductive side rails
Aluminum Step
Steps:6+1steps
Last step:Plastic tool table
Open size:549*1353*1809mm
Close Size:549*154*1979 mm
Step Rise:280mm
Approx.Wt:8.8kg
Max.Load:150kg(lbs)
Packed by shrink",PCS,"1,833 MDL",,50,1,0.00,0.000,0.00,Shrink,0.109,9.90,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD2908,,,Single-side working ladder,"Non-conductive side rails
Aluminum Step
Steps:7+1steps
Last step: Plastic tool table
Open size: 583*1533*2071mm
Close Size: 583*154*2259 mm
Step Rise:280mm
Approx.Wt:9.8kg
Max.Load:150kg(lbs)
Packed by shrink",PCS,"2,076 MDL",,50,1,0.00,0.000,0.00,Shrink,0.136,9.90,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD1H03,DTLD1H04,DTLD1H05,DTLD1H06,DTLD1H07,DTLD1H08,DTLD2H04,DTLD2H05,DTLD2H06,DTLD2H07,DTLD2905,DTLD2906,DTLD2907,DTLD2908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLD5H06,,,Telescopic ladder,"Steps: 6 steps
Material: aluminium
Ext. height: 2000mm
Step rise: 300mm
Folded height: 690mm
Folded width: 455mm
Approx.Wt:4.6kg
Max. load: 150kg(330lbs)
Easy carry
Packed in carton box",PCS,"1,202 MDL",,10,1,0.00,0.000,0.00,Carton box,0.040,5.00,,,,"Same color items can mix into one container. For single item, order quantity ≥ basic quantity.DTLD3H02,DTLD3H03,DTLD3H04,DTLD3H05,DTLD3H06,DTLD3H07,DTLD3H08,DTLD4H04,DTLD4H05,DTLD4H06,DTLD4H07,DTLD5H06,DTLD5H08,DTLD5H10,DTLD5H12,DTLD7H43,DTLD7H44,DTLD7H16,DTLD6H38,DTLD6H39,DTLDF062,DTLDF082,DTLDF102,DTLD8H16,DTLD8H20,DTLD8H24,DTLD8H28,DTLD6920,DTLD6924,DTLD6928 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
